ID,Text,Sentiment,Date_UTC,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Normalized
172,"Boredom sets in, the day feels endlessly dull.",Boredom,28/09/2016 20:00,BoredMind,Twitter,#Boredom #LackOfInterest,8,15,Canada,2016,9,28,19,Boredom
173,"Anxiety grips my heart, worry clouds my thoughts.",Anxiety,15/04/2019 9:00,WorriedMind,Instagram,#Anxiety #Worry,12,25,UK,2019,4,15,9,Fear/Anxiety
174,Intimidation by the unknown future ahead.,Intimidation,03/12/2021 18:00,FearfulSoul,Facebook,#Intimidation #Fear,15,30,India,2021,12,3,18,Fear/Anxiety
175,Helplessness sinks in as challenges pile up.,Helplessness,20/06/2020 14:00,OverwhelmedHeart,Twitter,#Helplessness #Overwhelmed,8,15,Australia,2020,6,20,14,Fear/Anxiety
176,Envy eats away at me as I see others' prosperity.,Envy,07/11/2018 12:00,CovetousMind,Instagram,#Envy #Desire,10,20,Canada,2018,11,7,11,Jealousy/Envy
177,Regret over missed opportunities haunts my thoughts.,Regret,25/08/2017 16:00,RemorsefulSoul,Facebook,#Regret #MissedChances,12,25,UK,2017,8,25,16,Regret
178,Disgust at the sight of injustice and cruelty.,Disgust,11/02/2019 10:00,DisgustedHeart,Twitter,#Disgust #Injustice,7,15,India,2019,2,11,9,Disgust
179,"Drowning in despair, hope slipping through my fingers.",Despair,02/04/2016 20:00,HopelessHeart,Instagram,#Despair #Hopeless,10,20,USA,2016,4,2,20,Sadness
180,"Grief weighs heavy, tears a constant companion.",Grief,18/10/2015 15:00,TearfulSoul,Facebook,#Grief #Tears,12,25,Canada,2015,10,18,15,Sadness
181,"Loneliness in a crowded room, a silent cry for connection.",Loneliness,12/07/2019 18:00,IsolatedMind,Twitter,#Loneliness #SeekingConnection,15,30,UK,2019,7,12,18,Loneliness
182,"Jealousy gnaws at my confidence, a toxic emotion.",Jealousy,03/06/2018 17:00,SelfDoubt,Instagram,#Jealousy #Insecurity,8,15,India,2018,6,3,16,Jealousy/Envy
183,"Resentment festers, poisoning relationships.",Resentment,15/01/2022 12:00,BrokenTrust,Facebook,#Resentment #BrokenTrust,10,20,Australia,2022,1,15,12,Resentment
184,"Frustration boils over, a volcanic eruption of emotions.",Frustration,10/04/2017 15:00,ExplosiveMind,Twitter,#Frustration #EmotionalOutburst,12,25,USA,2017,4,10,14,Frustration
185,"Boredom settles like dust, life feels mundane.",Boredom,28/11/2016 19:00,MundaneHeart,Instagram,#Boredom #Monotony,7,15,Canada,2016,11,28,19,Boredom
186,"Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,05/09/2018 9:00,RestlessMind,Facebook,#Anxiety #Restlessness,10,20,UK,2018,9,5,9,Fear/Anxiety
187,"Intimidation by the challenges ahead, fear takes hold.",Intimidation,22/10/2021 18:00,FearfulJourney,Twitter,#Intimidation #FacingFear,15,30,India,2021,10,22,18,Fear/Anxiety
188,"Helplessness engulfs me, drowning in a sea of problems.",Helplessness,08/05/2019 14:00,OverwhelmedSoul,Instagram,#Helplessness #Struggling,8,15,Australia,2019,5,8,14,Fear/Anxiety
189,"Envy poisons my thoughts, coveting others' success.",Envy,20/03/2017 12:00,GreenEyedMonster,Facebook,#Envy #Success,10,20,Canada,2017,3,20,11,Jealousy/Envy
190,Regret for decisions that led to a painful present.,Regret,15/12/2018 16:00,RegretfulMind,Twitter,#Regret #PastChoices,12,25,USA,2018,12,15,16,Regret
191,Disgust at the corruption that stains society.,Disgust,01/07/2016 10:00,CorruptedHeart,Instagram,#Disgust #Corruption,7,15,UK,2016,7,1,9,Disgust
192,"Sinking in despair, each day darker than the last.",Despair,20/08/2020 20:00,DrowningSoul,Facebook,#Despair #DarkDays,10,20,India,2020,8,20,20,Sadness
193,"Grief overwhelms, a storm of emotions within.",Grief,25/02/2021 15:00,StormyHeart,Twitter,#Grief #EmotionalStorm,12,25,Canada,2021,2,25,15,Sadness
194,"Loneliness echoes in empty spaces, yearning for connection.",Loneliness,12/09/2019 18:00,EchoingSoul,Instagram,#Loneliness #YearningForConnection,15,30,Australia,2019,9,12,18,Loneliness
195,"Jealousy poisons my thoughts, resentment brewing within.",Jealousy,05/08/2018 17:00,PoisonedMind,Facebook,#Jealousy #Resentment,8,15,USA,2018,8,5,16,Jealousy/Envy
196,"Resentment festers, a wound that refuses to heal.",Resentment,12/01/2017 12:00,UnforgivingSoul,Twitter,#Resentment #Unforgiving,10,20,India,2017,1,12,12,Resentment
197,"Frustration escalates, a thunderstorm of emotions.",Frustration,05/04/2022 15:00,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12,25,UK,2022,4,5,14,Frustration
198,"Boredom lingers, a stagnant pool of indifference.",Boredom,02/10/2021 19:00,StagnantHeart,Facebook,#Boredom #Stagnation,7,15,Canada,2021,10,2,19,Boredom
199,"Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",Curiosity,15/04/2023 10:00,InquisitiveMind,Twitter,#Curiosity #Learning,15,30,USA,2023,4,15,10,Curiosity/Awe
200,"Lost in the vast sea of information, an indifferent wave in the digital ocean.",Indifference,28/11/2022 18:00,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7,15,Canada,2022,11,28,17,Neutral
201,"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,02/04/2020 10:00,SeekingClarity,Facebook,#Confusion #LifePuzzle,10,20,UK,2020,4,2,9,Neutral
202,"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,10/08/2021 14:00,EmotionallyDistant,Twitter,#Numbness #EmotionalShield,8,15,India,2021,8,10,14,Neutral
203,"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,18/06/2019 21:00,SunsetDreamer,Instagram,#Melancholy #SunsetMoments,12,25,Australia,2019,6,18,20,Reflective
204,"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,05/02/2018 15:00,MemoryLaneTraveler,Facebook,#Nostalgia #MemoryLane,10,20,USA,2018,2,5,15,Reflective
205,"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,30/05/2022 12:00,MixedFeelings,Twitter,#Ambivalence #UncertainChoices,12,25,Canada,2022,5,30,11,Reflective
206,"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,10/01/2023 16:00,ZenLifestyle,Instagram,#Acceptance #LifeJourney,15,30,UK,2023,1,10,16,Reflective
207,"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,18/09/2020 14:00,ResilientSpirit,Facebook,#Determination #AchieveTheImpossible,10,20,India,2020,9,18,13,Accomplishment
208,"Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",Serenity,03/07/2021 19:00,NatureSoul,Twitter,#Serenity #NatureRetreat,12,25,Australia,2021,7,3,19,Contentment
209,"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,08/10/2022 8:00,EternalLearner,Instagram,#Curiosity #KnowledgeQuest,20,40,USA,2022,10,8,8,Curiosity/Awe
210,"Floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,22/03/2023 17:00,AloofObserver,Facebook,#Indifference #FloatingThroughLife,10,20,Canada,2023,3,22,16,Neutral
211,"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",Confusion,15/05/2021 12:00,ThoughtExplorer,Twitter,#Confusion #ThoughtLabyrinth,15,30,UK,2021,5,15,11,Neutral
212,"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,28/12/2019 15:00,StoicSoul,Instagram,#Numbness #StoicFacade,8,15,Australia,2019,12,28,14,Neutral
213,"Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,01/03/2020 19:00,DreamerInSilence,Facebook,#Melancholy #WhispersInTheBreeze,12,25,India,2020,3,1,19,Reflective
214,"Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,10/07/2018 16:00,JournalKeeper,Twitter,#Nostalgia #JournalMoments,10,20,Canada,2018,7,10,15,Reflective
215,"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,05/01/2022 11:00,ThreadWeaver,Instagram,#Ambivalence #ConflictingFeelings,12,25,UK,2022,1,5,10,Reflective
216,"Embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,20/08/2021 16:00,SelfLoveAdvocate,Facebook,#Acceptance #SelfLoveJourney,15,30,Australia,2021,8,20,16,Reflective
217,"Determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",Determination,03/11/2019 14:00,DreamChaser,Twitter,#Determination #DreamsIntoReality,18,35,USA,2019,11,3,13,Accomplishment
218,"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,12/04/2020 20:00,OceanSoul,Instagram,#Serenity #OceanRetreat,25,50,Canada,2020,4,12,19,Contentment
219,"Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",Curiosity,15/04/2022 9:00,HorizonExplorer,Facebook,#Curiosity #NewHorizons,22,45,India,2022,4,15,8,Curiosity/Awe
220,"Drifting through the day with a nonchalant demeanor, embracing the art of indifference.",Indifference,10/02/2023 17:00,NonchalantSpirit,Twitter,#Indifference #DriftingThroughLife,9,18,UK,2023,2,10,17,Neutral
221,"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,05/08/2020 12:00,ComplexThinker,Instagram,#Confusion #PerplexedMind,14,28,Australia,2020,8,5,12,Neutral
222,"Immersed in a state of emotional numbness, a shield against the storm of daily struggles.",Numbness,01/12/2021 15:00,ShieldedHeart,Facebook,#Numbness #EmotionalShield,10,20,USA,2021,12,1,15,Neutral
223,"A melancholic symphony playing in the background, the soundtrack of a wistful heart.",Melancholy,25/03/2019 21:00,SymphonySoul,Twitter,#Melancholy #WistfulHeart,13,26,Canada,2019,3,25,21,Reflective
224,"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,18/06/2017 15:00,YearbookExplorer,Instagram,#Nostalgia #YearbookMemories,12,25,India,2017,6,18,14,Reflective
225,"Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",Ambivalence,08/07/2022 12:00,DecisiveDilemma,Facebook,#Ambivalence #ShadesOfUncertainty,15,30,Australia,2022,7,8,11,Reflective
226,"Embracing life's imperfections, finding acceptance in the journey, scars and all.",Acceptance,15/05/2023 16:00,ImperfectHarmony,Twitter,#Acceptance #ImperfectJourney,18,36,Canada,2023,5,15,16,Reflective
227,"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,10/09/2021 15:00,VisionarySpirit,Instagram,#Determination #UnparalleledHeights,20,40,UK,2021,9,10,14,Accomplishment
228,"Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",Serenity,28/02/2020 18:00,ForestDreamer,Facebook,#Serenity #NatureWhispers,25,50,USA,2020,2,28,18,Contentment
231,"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,10/03/2023 17:00,SilentSpectator,Instagram,#Indifference #SilentObserver,9,18,India,2023,3,10,16,Neutral
232,"Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",Confusion,02/05/2021 12:00,MazeNavigator,Facebook,#Confusion #ThoughtLabyrinth,14,28,Australia,2021,5,2,11,Neutral
233,"An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",Numbness,18/10/2019 15:00,ResilientFortress,Twitter,#Numbness #StoicResilience,11,22,UK,2019,10,18,14,Neutral
234,"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,05/01/2020 20:00,CanvasDreamer,Instagram,#Melancholy #BittersweetMemories,13,26,USA,2020,1,5,20,Reflective
235,"A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",Nostalgia,10/08/2018 16:00,DiaryExplorer,Facebook,#Nostalgia #DiaryJourney,12,25,Canada,2018,8,10,15,Reflective
236,"Ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",Ambivalence,15/01/2022 11:00,CrossroadsTraveler,Twitter,#Ambivalence #ConflictingEmotions,15,30,India,2022,1,15,10,Reflective
237,"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,20/07/2021 16:00,MosaicDreamer,Instagram,#Acceptance #BeautifulChaos,18,36,Australia,2021,7,20,16,Reflective
238,"Determination as the driving force, propelling me forward on the path to extraordinary achievements.",Determination,03/12/2019 14:00,PathfinderSpirit,Facebook,#Determination #ExtraordinaryPath,20,40,USA,2019,12,3,13,Accomplishment
239,"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,12/04/2020 20:00,RaindropHarmony,Twitter,#Serenity #RaindropMelody,25,50,Canada,2020,4,12,19,Contentment
240,"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,08/05/2022 9:00,SeekerOfUnknowns,Instagram,#Curiosity #SeekerOfKnowledge,22,45,UK,2022,5,8,8,Curiosity/Awe
241,"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,22/02/2023 17:00,NonchalantWanderer,Facebook,#Indifference #DriftingThroughLife,9,18,India,2023,2,22,17,Neutral
242,"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,05/06/2020 12:00,ShadowedSeeker,Twitter,#Confusion #LabyrinthOfThoughts,14,28,Australia,2020,6,5,12,Neutral
243,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,30/11/2021 15:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10,20,Canada,2021,11,30,15,Neutral
244,"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,25/02/2019 21:00,WistfulPainter,Facebook,#Melancholy #WistfulYearning,13,26,UK,2019,2,25,21,Reflective
245,"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,18/05/2017 15:00,TaleWeaver,Twitter,#Nostalgia #PhotoAlbumStories,12,25,USA,2017,5,18,14,Reflective
246,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,05/08/2022 12:00,CrossroadsExplorer,Instagram,#Ambivalence #CrossroadsConfusion,15,30,Canada,2022,8,5,11,Reflective
247,"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,15/06/2023 16:00,MosaicArtist,Facebook,#Acceptance #UnpredictableArt,18,36,Australia,2023,6,15,16,Reflective
248,"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,10/10/2021 15:00,DreamSculptor,Twitter,#Determination #SculptingDreams,20,40,UK,2021,10,10,14,Accomplishment
249,"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,12/05/2020 20:00,MoonlitSoul,Instagram,#Serenity #MoonlitPeace,25,50,USA,2020,5,12,19,Contentment
250,"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,01/12/2022 9:00,FearlessExplorer,Facebook,#Curiosity #FearlessExplorer,22,44,India,2022,12,1,9,Curiosity/Awe
251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,30/11/2021 15:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10,20,Canada,2021,11,30,15,Neutral
252,"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,12/07/2018 18:00,JoyfulDancer,Twitter,#Zest #CarefreeSpirit,15,30,USA,2018,7,12,17,Excitement
253,"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,05/09/2020 20:00,SereneBasker,Facebook,#Contentment #GoldenGlow,18,36,Australia,2020,9,5,20,Contentment
254,"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,18/04/2022 8:00,DreamPainter,Instagram,#Hopeful #CanvasOfDreams,12,24,India,2022,4,18,8,Hope
255,"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,10/12/2019 12:00,OakAchiever,Twitter,#Proud #BranchesOfAchievement,25,50,Canada,2019,12,10,12,Pride
256,"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,28/02/2023 10:00,HeartGardener,Facebook,#Grateful #BlossomingConnection,20,40,USA,2023,2,28,9,Gratitude
257,"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,03/04/2018 14:00,ThreadWeaver,Instagram,#Empathetic #TapestryOfUnderstanding,15,30,UK,2018,4,3,14,Compassion
258,"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,20/06/2022 11:00,CloudCaretaker,Twitter,#Compassionate #ShowerOfEmpathy,18,36,Australia,2022,6,20,10,Compassion
259,"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,08/07/2020 18:00,RainDancer,Facebook,#Playful #DanceInTheRain,22,44,Canada,2020,7,8,18,Amusement
260,"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,15/08/2021 11:00,SkyPainter,Instagram,#FreeSpirit #PaintingTheSky,20,40,India,2021,8,15,11,Empowerment
261,"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,25/10/2019 17:00,PhoenixExplorer,Twitter,#Inspired #CreativePhoenix,15,30,UK,2019,10,25,16,Empowerment
262,"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,05/10/2023 8:00,SunriseNavigator,Facebook,#Hopeful #SunriseOfPossibilities,12,24,USA,2023,10,5,7,Hope
263,"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,15/02/2022 13:00,SandStrider,Instagram,#Confident #FootprintsOfAssuredness,25,50,Australia,2022,2,15,13,Empowerment
264,"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,08/05/2021 22:00,NightSerenader,Twitter,#Serenity #MoonlitSerenade,13,26,Canada,2021,5,8,22,Contentment
265,"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,29/11/2020 15:00,KnowledgeSeeker,Instagram,#Curiosity #LabyrinthOfQuestions,17,34,USA,2020,11,29,14,Curiosity/Awe
266,"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,14/09/2019 10:00,BreezeWaltzer,Facebook,#Ambivalence #AutumnWaltz,14,28,UK,2019,9,14,10,Reflective
267,"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,12/03/2022 20:00,StarNavigator,Twitter,#Grateful #GuidingStar,19,38,Australia,2022,3,12,19,Gratitude
268,"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",Zest,30/03/2023 17:00,MeadowSprinter,Instagram,#Zest #FieldsOfEnthusiasm,16,32,India,2023,3,30,16,Excitement
269,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,01/07/2021 12:00,RainNurturer,Facebook,#Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12,Compassion
270,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,05/01/2020 9:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23,46,USA,2020,1,5,8,Pride
271,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,17/07/2022 6:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14,28,UK,2022,7,17,6,Hope
272,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,22/08/2018 17:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17,Amusement
273,"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,08/12/2021 15:00,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18,36,India,2021,12,8,14,Empowerment
274,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,27/04/2019 10:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20,40,Canada,2019,4,27,9,Contentment
275,"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,03/09/2023 22:00,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16,32,USA,2023,9,3,21,Compassion
276,"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,10/06/2020 10:00,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22,44,UK,2020,6,10,10,Empowerment
277,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,01/04/2022 18:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19,38,Australia,2022,4,1,18,Gratitude
278,"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,15/01/2021 13:00,DanceStrider,Facebook,#Confident #DanceOfLife,23,46,Canada,2021,1,15,13,Empowerment
279,"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,06/05/2023 7:00,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15,30,India,2023,5,6,7,Hope
280,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,18/11/2019 15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25,50,USA,2019,11,18,15,Amusement
281,"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,29/08/2020 21:00,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14,28,UK,2020,8,29,20,Empowerment
282,"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,30/10/2022 12:00,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17,34,Australia,2022,10,30,11,Hope
283,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,01/07/2021 12:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12,Compassion
284,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,05/01/2020 9:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23,46,USA,2020,1,5,8,Pride
285,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,17/07/2022 6:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14,28,UK,2022,7,17,6,Hope
286,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,22/08/2018 17:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17,Amusement
287,"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,08/12/2021 15:00,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18,36,India,2021,12,8,14,Empowerment
288,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,27/04/2019 10:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20,40,Canada,2019,4,27,9,Contentment
289,"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,03/09/2023 22:00,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16,32,USA,2023,9,3,21,Compassion
290,"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,10/06/2020 10:00,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22,44,UK,2020,6,10,10,Empowerment
291,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,01/04/2022 18:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19,38,Australia,2022,4,1,18,Gratitude
292,"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,15/01/2021 13:00,DanceStrider,Facebook,#Confident #DanceOfLife,23,46,Canada,2021,1,15,13,Empowerment
293,"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,06/05/2023 7:00,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15,30,India,2023,5,6,7,Hope
294,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,18/11/2019 15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25,50,USA,2019,11,18,15,Amusement
295,"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,29/08/2020 21:00,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14,28,UK,2020,8,29,20,Empowerment
296,"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,30/10/2022 12:00,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17,34,Australia,2022,10,30,11,Hope
297,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,01/07/2021 12:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12,Compassion
298,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,05/01/2020 9:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23,46,USA,2020,1,5,8,Pride
299,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,17/07/2022 6:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14,28,India,2022,7,17,6,Hope
300,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,22/08/2018 17:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17,Amusement
301,"Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",Despair,15/09/2021 16:00,ShatteredHeart,Instagram,#Despair #EchoingSilence,8,16,Canada,2021,9,15,16,Sadness
302,"Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.",Bitterness,08/03/2019 14:00,VenomousSoul,Facebook,#Bitterness #ResentmentWeb,12,24,UK,2019,3,8,14,Resentment
303,"Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing.",Loneliness,20/07/2017 12:00,DesertWanderer,Twitter,#Loneliness #MiragesOfConnection,15,30,USA,2017,7,20,11,Loneliness
304,"Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",Yearning,02/11/2020 20:00,ColdEmbrace,Instagram,#Yearning #DistantWarmth,10,20,Australia,2020,11,2,19,Reflective
305,"Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.",Fearful,12/05/2022 2:00,NightPrisoner,Facebook,#Fearful #ImaginedHorrors,18,36,India,2022,5,12,2,Fear/Anxiety
306,"Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.",Apprehensive,08/04/2023 13:00,TightropeWalker,Twitter,#Apprehensive #BalancingAct,14,28,UK,2023,4,8,13,Fear/Anxiety
